"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"christa-pelc","20 July 2019","This 2019 Lion King included everything superb and magical about the cartoon, with so much more detail and beautiful music!","
            6/10
            "
"felipepm17","25 July 2019","I'll start with the best part: Timon and Pumba are fantastic. Now I want a whole movie just of them.
The cast was well selected and I feel that Beyoncé and Child Gambino don't bring anything special to the characters, any voice actor that can sing would do the same job. Beyoncé's original song didn't amaze me too, the song is beautiful but doesn't blend well with the rest of the movie.","
            1/10
            "
"fewtexan","29 July 2019","Total waste of time and money. Kept asking myself 'why' like: 'why am I still at this disaster?'.It was visually interesting (at least initially) but that wore away quickly. It just wasn't enough in the acting, dialogue, etc to keep you engaged. I guess if it was your first experience with the plot, then it would be okay. I would just buy the original.They missed the opportunity to have the animal be more natural and redo the story in way that educated about wildlife instead of misinforming.I realize this is fantasy, but I think they could have enhanced this cash cow instead of milking it dry. Definitely will not go to anymore Disney remakes.","
            10/10
            "
"Deadpool2016","21 July 2019","PROS:JAMES EARL JONES!!!Solid Voice ActingThe Comic Relief Character's Are Funnier In This (Probably Because They Can Improvise More)Jon Favreau's Solid DirectingThe Photo-Realistic CGIThe Visuals And CinematographyCONS:It's A Shot By Shot Remake (Without The Personality And Energy)They Cut Out Some Important Scenes (Including The It's In The Past Scene)The Characters Lack Expressiveness & EmotionThe Songs Are Half-AssedThe Beats Are Sloppily ExecutedTerrible Pacing","
            7/10
            "
"conradstephanie","21 December 2020","I thought the effects were good, but Beyonce was awful. Her voice was way too mature for Nala. She should have been casted as the mother's voice. She also delivered her lines with no emotion as if she was just reading lines. After watching this remake, I appreciate the original so much more. I would have rated this higher, but Beyonce ruined it for me. They really should have used a much younger girl's voice for Nala. Very disappointing.","
            4/10
            "
"Rainbowbeany","18 July 2019","Wayyy back in the day I remember seeing this as a child. I remember the feelings it gave me. Seeing this 25 years later, it reminds of how good this story actually is. It is really neat to see how this remake has used photo realistic animals. I must admit that at first it is a bit odd to see them speaking but I got over it pretty fast. The parts with young Simba , Timone and Pemba were my favorite. They even throw a bit of meta humor in there for those of us that know Hakuna Matata by heart. Once he grew older was a delight as well with Donald Glover and Beyoncé. Beyoncé is and will always be a highlight in anything she is a part of. Some of the other parts suffered like Scar. I remember him being more theatrical. They didn't give him his campy sneer that I enjoyed from Jeremy Irons in the original. Having James Earl Jones back is pure magic. His voice is so iconic to Mufasa. The setting is beautiful. With everything looking so real it's surprisingly not as exciting at the same time. Sadly I was more taken in by the story when I was a child. Which I am sure your kids will take to this one as I did the original. Families will love it as well as animal lovers. This is a pretty straight forward remake. If you loved the original you will enjoy this. If you didn't then you should probably see something else because it isn't any different. Definitely worth the watch!","
            6/10
            "
"coachwimbush","19 July 2019","This movie is beyond great. To rate this any lower than a 9 is a shame. Some people you just can't satisfy.","
            6/10
            "
"ebbewahlstrom","17 July 2019","For me as a big fan of the original 1994 The Lion king as my family and i watch it alot back in the days and is probably my favorite Disney animated movies of all times!So me and my family went to the cinema and when the circle of life started to play, me and my family went really exited also in many other scenes cause you knew what was coming for the most part.For the most part i mean that people say that this is a shot to shot remake of the original and that is incorrect. The thing is that they are some shot that has been remade just to fit in good in this live action movie, like for example the one where the animals is like standing above eachother and so.
Also they putted out some new scenes that made some more charisma to some character, like Timon and Pumpa.In the cinema Everyone was laughing laud and was quite in exictment scenes or more seriouse and of course the one scene we all knew was coming... yep get my tissues already.But i recomend it for nostalgia and to see a more light up and is a change for a whole new genaration to see this as they may have not seen the original.
Is like the circle of life the new genaration!","
            10/10
            "
"smartU2","5 March 2021","Without heart. Right. That's what all the naysayers wrote their reviews about. Well, I gave it a 10. I laughed and cried. Smiled. Really sweet and fun to watch. Just call me 'soulless, flat and without heart.' Very fun to watch. Charming characters. I guess that I am easily pleased and entertained. Thank goodness.","
            7/10
            "
"ninjaboyballer","19 July 2019","This movie in my opinion doesn't beat the original. But you cannot sent the technical brilliance of this movie. From the animals and the backgrounds and the settings everything looks beautiful. It looks realistic is what I'm saying. And all the vocal performances were really solid. James Earl Jones once again is a beacon of hope as Mufasa and I really loved him. And Seth Rogan and Billy Eichner as Pumba and Timon were really good as well. I even liked Chiwetel Ejiofor as Scar even though he is no Jeremey Irons. Although this film feels like a repeat of the original with a few parts added in there. But is just feels the same. Overall this film has amazing visuals and a good voice cast but it feels like the original but in live actionFinal rating: 7.2/10","
            8/10
            "
"raretxpanda","21 July 2019","The CGI is great and the actors who portrayed Simba were great. Unfortunately they wanted the animals to be so realistic looking that they didn't show emotion in their face....and it took the love and magic in the film and left it pretty bland and boring. If the animals talk and sing (which isn't realistic)then they could have let them still make facial expressions. I was ready for it to end. I also expect more from Beyoncé....at the beginning of can you feel the love tonight it sounds odd like she's trying to add an accent to it...?! Also they had the song Can you Feel the Love TONIGHT performed in daylight!? Again losing some of the magic.... I didn't expect this film to be better than the original but I at least thought I'd like it more than I did... The Jungle Book was SO good and this film was lack luster. The cgi is truly amazing but aside from that it's not worth the remake...","
            6/10
            "
"oakemily","6 April 2020","This remake is WAY too better and more perfectly realistic then the original film from 1994! It's almost like an actual National Geographic documentary film.","
            2/10
            "
"cardsrock","26 July 2019","The Lion King (2019) is a stunning visual achievement, but unfortunately that's about the only achievement of this wholly unnecessary remake. It stays very close to the original, which is both good and bad. It feels at times like they're just waiting to hit all the notes audiences expect without supplying the raw emotion the original brought. Part of this is because hand drawn animation allows more emotional expressivity than CGI. Beyoncé can no doubt sing, however her casting here feels off. Rogen and Eichner are the only ones who seemed perfectly cast and expertly stay true to their characters while adding some new material. Ultimately, The Lion King remake is a sight to behold and nostalgia-inducing, but fails to justify its own existence.","
            10/10
            "
"Richarduck4077","28 July 2019","This movie a is a steaming pile of lion crap. It is so unoriginal and it looks so photorealistic but it doesn't add anything to the characters or the story please do not waste your money on this crap.","
            6/10
            "
"NorthwestDiver","17 July 2019","Dear all who have already rated this movie. Stop. Hold your comments and ratings before the movie gets released to the masses.Thanks,-Everyone","
            1/10
            "
"justincrafts","27 October 2019","Wonderful movie, fantastic graphics, but could have done without Beyoncé!!!!!!","
            6/10
            "
"manafmovies","3 August 2019","The remake is not an improvement over the original. It tells the same story and most of the times it follows it shot-by-shot. Most of the dialogue sounds awkward with CGI (Live Action) animals.Timon and Pumba are still hilarious and I loved the chemistry between Billy Eichner (Timon) and Seth Rogen (Pumba).","
            7/10
            "
"connjam5-381-425263","14 July 2019","Going to see this at the weekend and have seen enough trailers and read critics reviews from the premier to know I'll love it. Comments like motionless faces? Animals are restricted by the confines of muscle and bone structure. Animated animals can sing and hula. This is a landmark in film making. Make no mistake about that.","
            9/10
            "
"shahidafzal86","1 August 2019","To state the obvious this isn't the original and as classic its difficult to meet that expectation that many viewers will have for childhood classic.
The CGI is amazing. If you like your wildlife programmes you will probably enjoy it.
The voice actors didn't bother me as much as others. I think Glover does a good job with adult simba and liked Rogen as Pumbaa.I think where the movie fails or rather struggles is to keep the audience emotionally attached like the original but when you're using real life looking animals it is going to be difficult.If you go to this movie forgetting about the original and not expecting that same magic then its pretty good. Its definitely watchable and does not deserve below 5 rating.","
            6/10
            "
"viktorsavic","8 August 2019","This is exactly what I've expected! Congratulations!","
            9/10
            "
"basyirstar","18 November 2019","The good things is stunning visual effects (VFX).
It's just me watching the empty space with nothing special to me, only a huge wide space with no end.","
            6/10
            "
"hesterroozeboom","3 August 2019","Allright. This movie was a new level of awful. All they did was copy the better version of this movie and removed some really good parts. That would've been okay if they replaced it with something better. But they didn't.
Did they really think it would be okay as long as it looked pretty?
It was really weird to see this realistic animals talk. They had a mouth that could form words, wich made the whole thing very awkward and not realistic again.
Do not see this. It's a big waste of money and time.","
            2/10
            "
"markjpatel","14 October 2019","A breath-taking movie, to say the least. Ignore all the negative reviews from people who obviously do not appreciate the incredible artistic talent required to create such a masterpiece of cinema. The realistic animation with such painstaking attention to detail kept me in awe throughout the entire movie. The life-like renderings of all the characters is truly something to behold in wonderment. Great job, Disney. Keep it up!","
            10/10
            "
"olivewahh","14 November 2019","The Lion King is a story we all know and love, most of us grew up watching the classic animated version, but for the new generation being born it seems Disney want to retell these stories and reach a new audience.We know how the story goes, so there's no real spoilers going into this film. We go to relive a childhood film and see it's transformation into a computerised real life film.
Nothing in this film was real, even the trees, but it all looked so real and impressive.As the film starts and you hear the start of Circle of Life you should get that instant body chill, but this version just wasn't as powerful as the original. It left me unsatisfied, and to think this is only the beginning of the film where it needs to live up to expectation.This film publicity circled SO MUCH around Beyonce to hype fans up for the Beyhive fans. I like her as an artist, but personally I feel as though her voice for Nala was a terrible choice. There was just no emotion in her voice and seemed to always be one tone. I'm sure there would've been a better choice than Beyonce but I understand they locked in a huge pop artist to promote a film and bring in some coin.Overall I really enjoyed the film, the graphics were impressive and so real life looking, but it was the music and Beyonce that let it down for me.","
            6/10
            "
"Prismark10","31 March 2020","Disney has decided to have live action remake of its classic cartoons with mixed critical results so far. The box office though has been very good.The Lion King is not even live action though. It is a CGI version of the 1994 animated movie.The Lion King cartoon was a kid friendly version of Hamlet. Young cub Simba's father is killed by evil brother Scar but Simba blames himself as he does not know the truth of what actually happened.I would have thought director Jon Favreau would had shaken up the story but it is almost a straight remake of the 1994 cartoon.However this remake has a longer running time and it showed. I felt listless as the movie went on. I realised the film lacked energy because it knew it was a bland copy.","
            1/10
            "
"garabedbaghsarian","14 September 2019","When I saw the trailer of the remake for the first time, I had goosebumps all over and super excited to relive my childhood. But unfortunately, the only good part of the movie was the graphics, as at some point I thought I was watching a real-life film (but only the very first scene was shot in real life while the rest was CGI). But other than that, it lacked emotions. For example, the musical scenes were all over the place, and the fact that the songs were not sung by the original singers was already disappointing. Not to forget to mention about the most critical scene in the movie that was supposed to be the saddest moment (Simba crying at Mufasa's death) it didn't touch me at all, while if you watch the original, no matter what your age is, you would at least tear.
Furthermore, as much as Bomba was funny and perfectly played by Seth Rogan, the character was badly CGI-ed, looked like a cheap quality and ugly character.
All in all, I only recommend this movie for the sake of beautiful graphics and to remember the story, other than that you'll be disappointed for the lack of emotions (even though it's the exact storyline as the original movie)","
            7/10
            "
"Blu1981","14 October 2019","Not much to be said. Decent CG and photo realism. Facsimile story of the original. Great music replaced with Ok music. Facial expressions and body language replaced with cat acting.Simply unnecessary. I'd very much rather watch the original a hundred times before watching this again.","
            7/10
            "
"FlashCallahan","20 August 2019","You can't blame Disney for recycling their classic movies in order to have them become more profitable by being 'live action'. But i really don't understand why the backlash is happening now. In 1996, they made a live action version of 101 Dalmatians.....Yes, their output has increased in the last couple of years, but as they are making so much money (Dumbo aside, but that was terrible), can you really blame them for reaping the benefits?Simba idolises his father Mufasa, and takes to heart his own royal destiny on the plains of Africa.But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother -- and former heir to the throne -- has plans of his own. The battle for Pride Rock is soon ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile.Now, with help from a curious pair of newfound friends, Simba must figure out how to grow up and take back what is rightfully his......The film isn't a patch on the original, that was an amazing exercise in genius, and probably one of Disney's finest hours. Even the 3D upgrade in 2011 didn't fade any of it's beauty.Now if you are of a certain age, like myself, you will see this as a pointless exercise, but imagine it in through the eyes of someone who has not seen the original? It must be as wonderful as when we first saw the animated original for them, and from that point of view, i have to respect the makers somewhat.Yes, it's amazing to look at, attention to detail is painstaking, and at times, the film is extremely sinister, not as much as the original, but sinister nevertheless.So all in all, it's a pretty pointless affair from my point of view, but there is going to be a new generation who are going to find a new love for this film, and kudos to them.","
            10/10
            "
"DarkVulcan29","22 July 2019","I'll be honest, never really saw the animated film which came out in 1994. But decided to give this one a look, and boy am I glad I did. Really enjoyed the scenes with Simba and Mufasa, great bonding between father and son.
Scenes with the animals are great, so was the voice acting, namely James Earl and Seth Rogen to name a few. And also very well directed by Jon Favreau, who also directed The Jungle Book. If you loved the original 1994 film, then give this film a look, you might like it.","
            7/10
            "
"ajmiff","21 July 2019","7 out of 10. The CGI is great the voice over is poor! Some of the actors who must have been paid a fortune for their ""skills"" are laughing all the way to the bank. Beyoncé and Donald Glover are not the best people for the job. Honestly it was a bit lazy in comparison the the original!","
            8/10
            "
"Alexander_Blanchett","18 July 2019","The original Lion King is my all time favorite animated movie so was I especially pumped for this ""´real live"" feature Remake. You can Dispute if it was necessairy or not, but I Judge it as a film itself and since it was basically shot-by-shot the same thing I of Course loved it for its Story, its tragedy and the fantastic Soundtrack. The visuals are among the best we have ever encountered on the big screen so that was another big plus. The only thing it lacked a Little bit was the emotionality that wasnt presented through the CGI characters as good as through the animated characters in the original. Sometimes the facial expressions (logically) were not as charismatic as they were and thus it was not posible to connect or engage to the characters as it was in the original. Also the Voice work was not as good, there are exceptions of Course James Earl Jones, Chiwetel Ejiofor were especially good and when Beyonce starts singing ""Can you feel the love"" I was won over.
Generally Nothing new at all (except for a few Scenes especially with Timon and Pumba) but still a great film for a whole new Generation.","
            6/10
            "
"851222","6 July 2020","Greetings from Lithuania.While i'm not the biggest fan of the original The Lion King because i was 33 when i first watched - yet even that one was way better then ""The Lion King"" (2019). It wasn't a bad movie because it looked amazing, but other then that and great voice acting by Seth Rogen this new version wasn't interesting and was kinda boring to be honest. Songs were pretty lame and uninspiring and the whole thing just felt poorly paced.Overall, i would recommend to watch the original for those haven't seen it over this one. It isn't a bad movie, but not a very good one either.","
            1/10
            "
"jessfaith-45971","1 August 2019","The ""live-action"" lion king is one of the worst movies I've ever watched. The cgi was ugly, there was zero emotion and the voice acting at times felt forced. But, there are some pros:
-Timon and Pumbaa are hilarious
-Hyenas are awesome
-Soundtrack is amazing and intense and songs are sung wellAside from that, the film completely lacked emotion and was a shot-by-shot remake of the original. Many scenes felt like cheap copies and were shortened. I was angry at how emotionless some of the scenes were. Simba's reaction to Musfasa falling off the cliff was so ridiculous looking because of the horrible cgi. None of the characters looked that impressive. On top of that, there were some uncomfortable POV shots and it was kinda scary looking. The voice acting also sounded forced at times. During the movie, it felt like the voice actor was detached from the character; like it the character was just lip-syncing really badly.Scar was a big disappointment. Many of his lines sounded forced or didn't make him sound like a bad guy. One of the biggest let downs was ""long, live the king."" It was neither chilling or menacing sounding. And he talked his way through ""Be Prepared"" which was only the last verse from the original.
Another thing I didn't enjoy was how the characters started singing ""the Lion sleeps tonight"" because it felt forced and kinda out of nowhere. Oh and ""Can you feel the love tonight"" was ironically done in the middle of the day with sunlight.Overall, this movie is pretty bad. Unlike the live-actin Aladdin, which developed characters and added new ones, lion king brings nothing new. While not the worst movie I've ever seen, I do not recommend it or intend to see it again. The lack of emotion and the cgi effects will only make you wish that you were watching the original.","
            10/10
            "
"thePopcornExplorer","24 July 2019","""It's exactly like the original, nothing new""
""It's nothing like the original, they took so many important parts""I think we can figure out the origin of bad reviews, ridiculous expectations, and inconsistency, as all sources of badThe movie is stunning, technically, and the story is what you saw when you were a kid, with a slight pinch of realism. Sit back and enjoy!","
            6/10
            "
"eventlaunch","19 July 2019","I loved the original Lion king so to say I was excited about this remake is an understatement however I was so disappointed the movie was telling the same story yet seemed to be lacking character you know great movie soul which the original has in abundance","
            1/10
            "
"ritchiemartinsmith","26 July 2019","10 minutes after it started I knew I wasn't going to like this film. The characters voices and the script was just totally off. The way hakuna matata was sung didn't make me want to sing along at all, no accentuating of the T's, no umph, no nothing.
Leave the originals as they are and stop with the remakes, we dont like them we don't want them and it messes with our happy memories of the original, speaking of which I shall watch the original with my daughter tomorrow and leave this one on the shelf for when I'm at work and she's got nothing else to watch.","
            7/10
            "
"BrannonDR","13 July 2019","The motion picture industry hasn't produced anything great in a few years. They only remake old movies.","
            7/10
            "
"AnAverageNerd","31 August 2020","The visuals in this film are incredible and steal the show as they should do. However, this may be one of the more underwhelming films of recent times especially, if like me, you swear by the original. The dialogue is almost copy and pasted from the first film (James Earl Jones may as well not have bothered turning up) but if you grow up with the original than that's who that dialogue belongs to and anyone else does it a disservice. The music is also not as emotionally invoking and just feels like an extra thrown in to add more to the film. I feel it is unjust to rate this below a 6 due to the visuals being so amazing however if you have to pick then the original is the way to go.","
            10/10
            "
"jeremiahxacosta","21 July 2019","What a great movie Disney is doing a great job with their live actions","
            7/10
            "
"aarongnr","18 July 2019","First off: If you didn't like the original, this is not for you.If you are one of the people who loved the original, how does it make logical sense to give this movie a <3 rating? Yeah, it doesn't.If the movie is a shot for shot remake, how can the story be bad? It can't.The dialogue can be worse, of course. But it's so similar, that it can't be much worse.The animation is stunning. So no bad ratings to be given there.Emotionless characters because of the phororealistic CGI: That's really the only point where you CAN rate this movie very low, if you want. Because that's the only thing that's very different from the Original.So basically, if you liked the original or even thought it was a masterpiece, giving this one a bad rating is straight up illogical and idiotic. And most of you give it a 1 without seeing the movie!Gz, movie fandom has reached is absolute lowest point. Can only go up from here right?EDIT AFTER SEEING THE MOVIE:
All the above is absolutely correct.To me, this movie is great. There are a few dialogue problems against the end and there is a problem with emotions because of the CGI, but otherwise, it's fantastic.Get over it people, Disney wants money. As every business does. Great thing is: You don't have to support it, if you don't want to! :)","
            10/10
            "
"TheJeffryButnic","4 August 2019","I'm not gunna give this a 1 or 2 like others would just cause it's a cash grab. The reality is that this is a scene for scene remake of the original therefore if the original was good this is good. I gave it a 6 because whilst I enjoyed watching it I will never choose to watch this over the original. It's just not as good, the cartoons are better than the CGI, the voice acting in the original is better in the old than the new and aside from some minor scrip improvements this film is just an average remake of a masterpiece.","
            6/10
            "
"johncomo-3","13 July 2019","People are never satisfied. It's a movie, who cares that it's a remake, just watch the movie. All you people do is criticize for the wrong reasons. Disney knows what they are doing.. investing in their future. When all of you so called critics are six feet under, there will be a a new crop of people who could care less what you think. Stop hating, just watch it and try to enjoy it like it's the very first time. Now exhale.","
            1/10
            "
"austin0731","11 August 2019","The live action, animated remake of The Lion King, is..... Good? Well, it's the same exact story with the same exact shots, a little shaving here and a little extra there but essentially an almost shot for shot remake with photo realistic animation of animals. Which begs the question: when will Disney stop this train of remakes of classic Disney films and what is the point. Especially since Disney's main studio generally still puts up excellent original content, you can't help but wonder how far this is gonna go. Unnecessary and a waste of time especially since from the get go it was set up for failure, as it would never have bested the original.","
            10/10
            "
"joannabarker-04823","21 July 2019","Visually very very good. Voice acting, very very bad. None of the fun and charm of the original. John Oliver up 1 point. Beyoncé down 1 point.","
            7/10
            "
"charlesjosie","19 July 2019","I definitely think this is a must watch. Please do so that you can form the own thoughts & opinions. Didn't think I would like it because Disney has been disappointing me lately with these remakes but this was the best one yet!","
            1/10
            "
"marter2006","20 July 2019","The spoken words came across as flat, phony. The lines lacked energy, emotion, and heart. Most of the animation was amazingly accurate. The details of the hyenas and lionesses came across as too computerized for my taste. It wasn't very original, as you might expect.","
            7/10
            "
"GoUSN","19 July 2019","When the highpoint in a Disney film is a musical reference to another popular Disney film, we are in for an unoriginal evening.This remake excruciatingly follows the animated version, except for one thing: in the remake, Simba the cub looks like a plush toy.I don't have to comment on the plot and it would be impossible to write a spoiler because every detail of the original is repeated here.Every.Last.One.And the CGI. Sitting still, the animals were animals. Moving, though, was dangerous for the poor things. Sometimes jerky, sometimes not. Lion laying down? Either have the Lion hit the ground smoothly and naturally or keep the creature standing up. Chase scene needs multiple openings just small enough to slow down the predator, except for its big ugly face? (Maybe in 3D that becomes more exhilarating)I've also seen more than a few films where the actors look onscreen like they're waiting for stage direction and somehow the awkwardness makes its way into the final cut. But CGI animals? How could they possibly have been drawn that way?The kids in my life loved it, ages 4 to 15. So that's something.","
            6/10
            "
"Bonnell7","17 August 2019","Lion King (2019) - 6.8Act 1 - 6.8Act 2 - 6.9Act 3 - 6.8
CGI is incredibleDon't like young Simbas voice actorYoung Nalas voice actor isn't very good eitherThe young actors singing is good thoughStampede scene is kind of dumb this time aroundMufassa death didn't hit as hard this time aroundDon't feel the emotions in the face of the characters like the original animationGorgeous movieTimon and Pumba are still greatDifferent philosophies on life between Mufassa and Timon and pumbaAdult Simba and Nala are goodBeyoncé new song was dumb and unneededScar is greatFilm felt forced but was still good enoughWould rather watch the original 99 times out of 100 over this reimagining","
            10/10
            "
"carlos37andre","24 July 2019","One will argue what was the point of doing a remake that is almost bit for bit what the original movie was. And this is a fair point. But I'll talk about it later.
First I have to talk about the movies' positives. It's insane. The photo realistic animals are almost flawless, if they didn't talk, you could think you were watching an Animal Planet show or something. It's that level of perfection. And even the talking part, I think they handled pretty well, it doesn't feel strange. The voice acting is awesome too. Mainly Seth Rogen as Pumbaa steeled the movie for me.Well, and I think that's it as far as positives go. Of course, you will watch it, be amazed by the technology, and also entertained by the story, cause it's the original Lion King's story. But I understand the ones who asked for more in a remake as big as this one.The Lion King is a difficult property to reboot, knowing how well received the first movie was and still is, it's really difficult to think about a way to re-telling the story while still doing something new without pissing fans off. But when you have that much money and minds behind it, you have to do it. The technology is awesome, and this will certainly be remembered as a turning point in animation history decades from now. But still, I believe you needed more to justify rebooting such an important franchise.The story is almost bit for bit the same, there are 3 or 4 new scenes, that don't add nothing new to it, it's just to get to the 2 hours run time. The photo realism is amazing, but it can also be viewed as a problem, because of that realism the characters show very little emotion (I mean, it's hard to make a Lion show human-like emotions), I also found that because of realism as well, it was really hard to distinguish between some characters, namely the lionesses, when they weren't talking I had basically no idea if it was Nala or Simba's mother. Those are some of the two points I believe the original one beats this one quite easily.To sum up, the movie is entertaining, and it's for sure a turning point in movie technology, as Star Wars or Avatar were before it. It's historical. However, in the end, the question that remains is if we really needed this turning point to be in a Lion King re-imagination, that isn't really a re-imagination.","
            6/10
            "
"ctilly69","21 July 2019","Grew up with the animated film, was one of my favourite Disney films. Unfortunately, this film lacks the fun aspect of the animation, but for a few comical moments. Voice actors not a scratch on the originals. If not for the original, i'd have enjoyed it more.","
            10/10
            "
"burkholdermicah","19 July 2019","Even though it is a shot-for-shot remake, it still is a really enjoyable Movie that won me over and I loved it. And yes, I loved the Aladdin Remake as well and I thought it was really good and entertaining to watch. These Haters all over the Internet will just have to face it and accept that there are people out there who think this Movie is really good. If you don't like it, don't watch it; don't spread negativity towards others who want to give this Movie a chance. Oh and yes, this Movie is doing pretty good so far at the Box Office and yes, they ARE gonna make more of these.","
            6/10
            "
"jre-5","26 August 2019","It's unbelievable how realistic the animals and scenery appear, it's hard to believe that it's animated and not filmed. I remember as a kid being astonished by the animation of the original film, but that was nothing compared to this. It's a shame that the realism made it so that the animals couldn't really show any emotion. I guess ""real"" looking animals and emotional stories just don't mix. The makers undoubtedly could've given the animals emotional expressions if they had chosen to. But when you stop and think about it, it is ""understandable"" why they didn't. I'm not necessarily saying that it was the right decision, but since the animals look real (as opposed to hand drawn artwork), it probably would've looked a little weird if they had showed emotions, since most real animals do not.The voice acting wasn't very good. I never thought there was anything special about the voices in the original film, but they were better than most of these. It also seemed a little weird that so many of the lines were pretty much identical to the original, this undoubtedly makes the new voices seem even worse for those of us who remember the way they sounded before. I really think they should've rewritten most of the lines and made more new events. The movie does have some new scenes, I liked the scene where Nala flees the land, this was a nice addition. But most of the scenes are pretty much the same as the original. It also became a bit boring at times. I think it would've been better if they had made more additions and changes, and perhaps some new songs.I think it's really neat when animated movies are remade in live action form (or seemingly live action form in this case). But what worked in one form doesn't always work in the other.","
            5/10
            "
"K-Noah","29 August 2019","The Lion King is directed by Jon Favreau, the director of The Jungle Book 2016, screenplay by Jeff Nathanson and starring Donald Glover, Chiwetel Ejiofor, Billy Eichner, Seth Rogen, Beyoncé Knowles and James Earl Jones once again as Mufasa.The Lion King is Disney's 3rd Live-Action remake this year. And in case you haven't watched the original, the plot is about Simba, a lion prince, after his father's death takes an adventure, and during this adventure he finds out that there's more in life than what he expected.The original Lion King movie is my favorite animated movie of all time, and it's in my top 3 movies of all time too, I think it's a masterpiece in every way possible, so I was super-excited to see how could they turn that masterpiece into a Live-Action remake, and I find it a little bit weird to call it ""Live-Action"", because technically, it's animated but in a very realistic way! We'll get to that point later.
I was also afraid, because The Lion King is so close to my heart, I grew up watching it, so I was afraid to see this movie fail or something, but fortunately it didn't!The Lion King has an impressive visual effects, it never felt CGI-ed or anything, it was so real, the details were very impressive, I like that very much, because the original was richly drawn with amazing colors, it's the best 2D animated movie ever made, and it was revolutionary, so it's good to see the Live-Action remake revolutionary too! But as it was impressive and pleasant to the eyes, it was also emotionless! That's my biggese with this movie, that there's no emotion is this movie, every scene it's just lions moving their mouths and words coming out, or just animals doing stuff, you never get attached to them the same way you did in the original, because in the original you saw them smile, cry, laugh.. you saw their emotions, and that touched us so deep sometimes, but in this movie, it wasn't even near to the original.The movie was also shot-by-shot a remake, for some that could be a huge problem, for me that all I wanted to see from this movie, I didn't expect anything more, though the movie adds 30 minutes, it didn't add enough to the story, it's just the plot of the original, and I'm okay with that, even the soundtrack was almost the same, same songs -only one new-, same OST by the same composer, so technically, they didn't do anything creative, or more than what they did back in 1994. It was all about nostalgia, to feel nostalgic to your childhood, and it did that perfectly, but there's no point to make this move, except for making somethings more clearer than the original, more animals talking, because that was weird to see only the main characters talking in the original, things that can make more sense than the original.. and money!The casting choices are amazing, everyone made a great job, to see James Earl Jones back as Mufasa, it added something more to the movie, Donald Glover was amazing as Simba, JD McCrary as young Simba too.. Seth Rogen as Pumba was magnificent, unfortunately, there's a so little of him in that movie, Chiwetel Ejiofor as Scar was the MVP of this movie, though he wasn't that great as Jeremy Irons, but he was so good as a villain! Billy Eichner as Timon is the worst, he didn't add anything to his character, and he was so emotionless, he wasn't that funny, even though, Timon was the hilarious part of the original, but Billy Eichner didn't do it right!The movie has 30 min more, and -as I said- they made added more sense sometimes, but sometimes they added scenes just to make it to almost 2 hours, and they even deleted some scenes of Rafiki, there were so little of him in this movie! The original has a great scene between Simba and Rafiki, and it's not in this one anymore.The Lion King gave justice to the original, though it did lack of emotions, and added some unnecessary scenes, and deleted an important scene, some of the changes were welcome, some not very, but still it was very good to see a great Live-Action remake from Disney again!I'm gonna give The Lion King an A-!Thank you guys, for reading another review of mine, if you liked this, click on my name up above and see all my reviews, look forward to my review of the original Lion King. Thanks again!","
            8/10
            "
"MrLucasWarHero","8 August 2019","I have always believed that the purpose of a remake was to produce a creative and new way of looking at an original story.When I went to see the remake of The Lion King, what I did not expect was a shot for shot remake that simply had better special effects. Honestly, I don't see why they even bothered hiring new actors to do the voices when Disney could have used exactly the same audio and simply reanimated it.The only new approach that this version brings to the table is more realistic special effects. I worry that a future generation of children will not ever bother watching the original Lion King because they'll say things like ""Why bother? The 2019 one is the same, but it looks better."" Next up we might as well do 3-D digital reproductions of Picasso that look sleeker than his old oil painted originals.Also when you create animation of animals that looks that real and yet they're talking and singing and dancing it produced an effect that I found a bit unsettling. What's next, anthropomorphic cats in harmony?","
            7/10
            "
"pokhrelnarhari","22 July 2019","This is a ""live action"" version of the original, which by itself was made entirely using computers. This ""live action,"" however, is also made entirely using computers, but the only difference is that this one has less emotions (sometimes there is no sense of emotions at all), the scene where Mufasa speaks with Simba does not live up to the old one neither goes along with the technology being used these days.
Long story short, the only good thing about this movie is that many people found a job while the filming lasted. Nevertheless, they would have been better off playing the same movie once again.","
            1/10
            "
"zulfikaralarakhia","13 July 2019","You guys should appreciate the work that has been done for the movie I can see 1 star ratings??? Why just why??? The movie is absolutely fantastic good as the original one do appreciate it.","
            6/10
            "
"ilovechris-92241","20 July 2019","It was a good movie don't get me wrong but this is my favorite movie of all time and for them to change some parts of the movie was just wrong and I think it's so that people didn't get offended.... And the singing sucked ... It's bad that the cartoon outshined in that department they didn't put any effort in giving this movie the dramic effect it felt really dull","
            6/10
            "
"rolandjordaan2","11 August 2019","The Lion King (piece of **** remake) mini-review: It's like watching the Animal Channel with some horrendous voice actors improvising the original 'Lion King' script over it, with the addition of female empowerment, anti-bullying messages and some scenes that felt like they were lifted from 'A Game of Thrones'. Summary: this movie, this movie right here, this was more offensive than Jurassic World and I hope the filmmakers get herpes.","
            10/10
            "
