"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Ratatouille","MLDinTN","21 April 2008","This was one of the better animated films of the past several years. Both adults and kids would like it. Remy the rat gets separated from his colony and ends up at restaurant Gusteau. Remy is no ordinary rat. He loves to cook and is excellent at it. A new employee there, Linguini, sees Remy added herbs to the soup and to his surprise and all the other cooks, it is very good. No one else notices Remy though, so Linguini gets all the credit. Only problem is Linguini really can't cook. The owner, Skinner, discovers that Linguini is really Gusteau's long lost son. That means Linguini could still inherit the restaurant. Customers begin asking for Linguini's special dishes, which are created by Remy. They strike up a partnership. Remy controls Linguini's arms with his hair. I know, that sounds really weird. Any way, its up to them to impress the harshest food critic of all and to find out about Linguini's father. Plus, Remy finds his family again, but can he leave the restaurant business behind for them.FINAL VERDICT: Very entertaining story with great animation. It had more substance than a lot of animated films.","
            7/10
            "
"Ratatouille","aharmas","12 November 2007","Who would have believed a rat could be so charming? When the studios try so hard to put together a hero, they seem to ignore that it's the actions and the heart of the character that they have to work on, not the exterior. I shudder when I think of those animated creations that animators have developed and passed as ""cute and interesting"". The hero in ""Ratatouille"" has been altered to make it likable, but he still looks like what it really is, and there is a moment, to the credit of the filmmakers when they acknowledge that the ""hero"" is still a rat, and that having too many of its relatives in a food establishment will have serious consequences.Still what lives at the heart of this movie, is the story of the underachiever who finds his way into a world that might not be very welcoming. The star of the movie is the food that must be prepared and used for different situations to move the plot forward; the rest is some very effective support by a clever screenplay that treats us and its character with respect and that shows much love for the fine things in life. It is a joy to see how someone appreciates the ecstatic enjoyment of gourmet food, the pleasures of preparing it, and the satisfaction of doing a good job. Is the clear presentation of opposite sides of nature: the mediocre and the sublime, and the unexpected approaches that provide us with much delight.The film is gorgeous to look, and it sings loud and clear, from beginning to end, as it shows the quest of its two main characters to prove themselves in a very hostile environment. It has its heart in the right place, and it shows how wonderful life can be no matter who you are and where you happen to be.","
            10/10
            "
"Ratatouille","98nurdinm-1","13 July 2008","Like all great artists, it was obvious that sooner or later Pixar would go through a bit of a rough patch when it came to their movies. From the giant first steps of ""Toy Story"" over a decade ago, each of the films kept getting better and better, each showing new improvements to the animation process and this, in turn, helped the films become much more than Disney's computer generated films. When Disney themselves try their hands on these type of animation it is obvious whose is the more superior: Pixar.But sadly Pixar have had a fall - not a giant, catastrophic fall, as their ""masters"" Disney, mind, but a fall none the less. ""Cars"" was, in my opinion, surprisingly sub-par, a 6/10 effort. I hoped that ""Ratatouille"", directed by Brad Bird, who created my favourite and I think best of all the Pixar films, ""The Incredibles"", could pull Pixar back out of this rut.Sadly, this film is only slightly better than its predecessor. Though there are obviously some very clever minds at work on this story, it still seems a lot like a kid's movie rather than a family movie. That's not to say it was particularly bad - I enjoyed it a lot. But I guess I was expecting something more original than the classic ""don't look at the book's cover"" morale.The visuals are great, as always, and there are some amazing characters in the film, particularly Anton Ego the food critic, played brilliantly by Peter O'Toole. Yet I was still left yearning for the scope of ""Finding Nemo"" or the originality of ""The Incredibles"" or the humour of ""Toy Story 2"". Good, but not great; a step in the right direction, though.7/10","
            10/10
            "
"Ratatouille","Imdbidia","8 February 2011","The story of a rat chef struggling to break into a French restaurant kitchen full of humans.The visual and technical creative brilliance of the film is indisputable, and, from that point of view, is one of the best Pixar movie to the date. Unfortunately, the virtuosity of the animation is not matched by a brilliant script.The script, despite being entertaining, can be complicate for kids and not engaging enough for adults. The pacific living between rats and humans is an utopia and nothing is going to change that, so the start is non-believable. Then, the fact that the rat controls the human is again impossible and therefore non-believable. That is so because for that to work the rats would be able to communicate with humans by word. However, that part is real, as rats do not speak human language. So there is a mix of real and unreal things that never mix well. Better do all fantasy or all veridical, not half half. In fact, the story lacks of the internal logic that Pixar uses to make believable their characters. The dialogs are OK, but there is not enough humor, there are archetypal characters and situations, and looks like a movie targeted to school- holidays children. Nevertheless, it is a very enjoyable entertaining movie, pure eye candy, but closer to Disney than to Pixar's spirit.","
            8/10
            "
"Ratatouille","samo19","30 June 2007","This movie was incredible!!! The animation was so lush and beautiful it almost felt real. The acting was stellar across the board. Patton Oswalt was great as Remy, Brad Garrett(one of my favorites:) did an excellent job as Gusteau. Peter O'toole was really quite good in his part. I really liked Emil, Remy's brother. He had some of the best lines and he had me cracking up :) The storyline was really really good and well-developed. Overall, This film should head to the Top of the list as one of Pixar's best! Pixar just keeps getting better & better each time and I can't wait for the next movie! Ratatouille is definitely a film that will be added to my movie collection the day it comes out on DVD! Highly recommended for all ages! Have fun!","
            10/10
            "
"Ratatouille","gianmarcoronconi","20 July 2021","N my opinion this film is overrated compared to what it really is, because it is a nice movie with a good basic idea, but it is not realized excellently and in the long run it is boring.","
            6/10
            "
"Ratatouille","lisacamillek-1","14 January 2008","I saw this movie not long ago. Now I'm waiting for it to be out on DVD. This is another one of Pixar's great films. Compared to the other disappointing animated films this year, like Shrek the Third and Bee Movie, it tops number 1 of the animated features of 2007. Indeed, this film seems to have a far better chance on winning an Oscar this year than any other animated movie. It has been a great success world-wide, and I really enjoyed it, just as I enjoyed The Incredibles - Brad Bird's last movie. I will be very disappointed if Ratatouille doesn't win best animated feature at the Oscars this year, that it will lose to a less truthful title like Shrek the Third or being second best to Bee Movie.","
            5/10
            "
"Ratatouille","thesilentcat_5","1 July 2007","As a critic, when i saw the trailer for this movie I thought it would be terrible and that it had no story. Now i've learned to never judge a book by it's cover. I sat down in the theater, hoping to be paid a little extra to see this. I really despised this flick and that went away with the first scene.Ratatouille is the best, and i mean the BEST, animated movie to come out this year. Shrek 3 isn't even in the same class as this movie. Ratatouille is very enjoyable and keeps you watching the whole time. The rat was very interesting on its opinions on humans and how his clan though humans were. It was very interesting movie and Pixar even added in a little short before the movie begun, as they always do.Let me start with the bad. Let me say this is not a movie for LITTLE kids at all. I sat in the theater and about 15 children were crying the whole film, and not one laugh and most of them starred at me when I laughed at the stuff they didn't understand. This movie has a lot of scary scenes in it and a lot of sadness that your 5 thru 10 year old wouldn't be able to take. So i want to advise you not to take a child under the age of about 12, not because i dislike little children, just that you don't need the drama of your kid crying.SOME GOOD. The movie is for mostly adults as the jokes are not much as slapstick but merely adult actions and sayings. Young kids wouldn't apprehend half the funny stuff.In the end, Ratatouille made my day and I love it and i cant WAIT till it appears on DVD. Because this a dish you will want to eat again.","
            9/10
            "
"Ratatouille","leplatypus","7 November 2007","Ratatouille made me realize that only a hermit, a monk or a wild bear can review sincerely a movie! As soon as you got friends or a family, you don't watch a feature because you live a sweet memory.For me, it's a repeat from ""Ice Age 2"" (already reviewed in IMDb): again an animation movie, the same theater, and above all, the same dear friends (+1)! This time, the experience is even more personal because Ratatouille happens in Paris, where we live! Even thought it is the 50s-style Paris, our feelings were here: if New-York is the city that never sleeps, Paris is the city that never changes! Except for the slow beginning with the crazy grandma, the story is imaginative, mixing fun and tenderness, and the characters are cutely drawn!","
            8/10
            "
"Ratatouille","H_Spengler","9 December 2008","I don't get it. After such awesome films like ""The Incredibles"", ""Finding Nemo"" and ""Monster's Inc."" you think you could trust on Pixar to put out top notch animation, engaging characters and a great story. I'm not sure what happened with this movie, because only 1/3 of that equation makes it....the animation.I'm not going to get too in depth with the story, which itself is pretty dull, because there's enough reviews that do that. Basically it's about a rat who can cook, and the human he uses as his puppet. There are plenty of characters in this movie, and yet you manage to care about none of them. Pixar, Disney, heck even Warner Brothers have proved time and time again that it's possible to make a movie involving animals (no matter which animals they were) that you care about, along with a compelling story that holds your attention throughout the entire thing. They failed massively on both fronts here.Enter Remy, the rat who can cook, but as you can imagine a rat cooking your food is disgusting, no matter how cute he may be. Linguini is an inept, dull, bumbling idiot and he never changes throughout the film. Colette is your stereotypical tough girl trying to prove something in a mans world. The rest of the kitchen staff are barely worth a mention as they serve as a dull backdrop and little else. The voice acting is OK, I really was surprised as to why they decided on Janeane Garafalo (who I LOVED until recent years when she's seemingly gone crazy (political, etc..) Why not just get a French actress? And what executive looked over the story board and said ""oh yeah...Janeane Garafalo."" People like Will Arnett and Brian Dennehy are wasted and nearly invisible as it could have been anyone voicing those very minor parts. John Ratzenberger of course surfaces as it is his custom to voice some character in every Pixar film. The ONLY interesting characters worth a mention are Anton Ego (Peter O'Toole) and Skinner (Ian Holm) as a ruthless well known food critic/head chef and owner of Gusteau's (respectively.) They seem to be the only actors putting any effort into the voice expression of their characters. (O'Toole as usual is excellent whether it be live action or animated.) Remy is cute. I'll give him that. Kids will like him, he's otherwise pretty boring. I'm sorry but the idea of rats in the kitchen no matter how cute is still unappealing to me. The small ghost of the deceased master chef Gusteau is just an odd addition, I never fully got why he was there other than to act as a sort of Jiminy the Cricket or ""shoulder angel"" to Remy and even then he didn't really do anything. In a nutshell, just a real BORING movie for both kids and adults. The animation is excellent, but I would expect nothing less from Pixar. But the story and characters are pretty much complete crap (except for O'Toole and Holm's characters.) My advice, just skip this one and cross your fingers that Pixar's next venture is vastly better.","
            3/10
            "
"Ratatouille","moviewizguy","12 November 2007","Remy is a rat, constantly risking life in an expensive French restaurant because of his love of good food, as well as a desire to become a chef. Yet, obviously, this is a rather tough dream for a rat. But opportunity knocks when a young boy, who desperately needs to keep his job at the restaurant, despite his lack of cooking abilities, discovers and partners the young Remy. Its up to the two of them to avoid the insane head chef, bring the rest of Remy's family up to his standards, win his partner a girl, and, of course, produce the finest Ratatouille in all of France.Last year's Pixar movie, ""Cars"", was really underwhelming, although still generic. This put Pixar back on its tracks. Not just with the seamless, not to mention wonderful, animation, imagination, but with the unique storyline.Every speck of scene is done with great detail (of course with a budget of $150 million!). The vivid colors and all turns this into a visual masterpiece! Yet, the movie (for a whole) wasn't perfect. It fell just beneath my expectations.Maybe I expected more than the unusual. Although with a weird plot, it didn't go anywhere in the movie until the last twenty minutes in the film, not to mention some choppy pacing. Also, this movie is more for adults and teens than for kids, probably why it didn't make as much money than most Pixar films.Still, in the end, Ratatouille is a fantastic animated feature, worthy in the Pixar franchise. It's funny and it's a visual delight. Although it doesn't make a perfect meal, it's still fantastic to eat.","
            8/10
            "
"Ratatouille","linkintown","8 July 2007","First of all, I never wanted to watch this movie,but my girlfriend is a die hard fan of animated movies.so, I had no choice but to go to the theater and watch it. My oh my, I was so wrong. This movie is one of the best movies I've ever seen in my life.Everything in this movie is brilliant..well,sometimes somewhere, but it doesn't matter because this movie really has touched my heart.Brad Bird, the Oscar winning director has proved himself again.So, all I can say at last is ""Ratatouille"" is one of the best animated movie ever made and movies like this aren't made that often.Take your family with you to the theater and enjoy it rather than waiting for a DVD.","
            5/10
            "
"Ratatouille","intelearts","22 August 2010","We have seen Ratatouille four times now and each time we love it more and more: of all of Pixar's films it is a wonderful tale of hope and talent triumphing against seemingly unlikely odds - and who doesn't love movies like that?...It remains one of the best films for dreamers that there is, and is an animated masterpiece. Every plate of food, every bottle of wine, every cooking utensil, every gesture is beautifully rendered; but not just to impress: the animation serves the story not the other way round and that is the real triumphAnd perhaps this is the point, here is originality with verve and élan, and at at the end of the day Ratatouille remains one of the best animated films of all time. It really is a treat for anyone who loves life.","
            8/10
            "
"Ratatouille","limaluisa5","16 September 2007","This is the type of film that makes adults feel thankful for the fact that they have to take their kids to the movies! I have watched the film with my three kids and when it was over, it was impossible to say who had enjoyed the film more. Apart from the technical aspects, which seem remarkable to me (although I'm no expert in the area), I found the plot and the characters absolutely delicious. They are funny, they are human, they have an enormous sense of humor. We don't have the typical animated story where animals and people speak the same language, but instead we see that different worlds, different languages can come together and find some sort of understanding. Besides they managed to make rats interesting, even attractive. I do hope more films like this one will come up!","
            8/10
            "
"Ratatouille","joesgirljeri","29 June 2007","I loved every minute of this film. The characters were real and endearing. The bad guys had real motivation and also provided a lot of comic relief. The main character goes on a great journey and you really feel for him the entire way. The movie is well-paced and doesn't seem to drag at any point. The voice talent was outstanding, the voices were very well suited to the characters with no overpowering ""star"" qualities. The animation is stunning, it takes your breath away at times. There were a few jokes for adults, lots of moments where everyone in the theater laughed and I didn't feel like there was any bathroom humor, which was nice.The movie was as beautiful as ""Nemo"" and as heartwarming as ""Toy Story"". I loved it. My three-year-old loved it. There was plenty of laughter and cheering in the audience as well. A great movie experience, don't miss it.","
            3/10
            "
"Ratatouille","Prismark10","11 December 2016","Ratatouille had a troubled history despite Brad Bird getting the screenwriter and director credit as well as taking the Best Oscar for Animation. The original director was (Czech born) British Oscar winning animator Jan Pinkava who only now gets a story co-credit for this this film. His vision apparently needed to be Pixar-fied.Yet underlying this movie is Pinkava's vision, when the story gets boring and predictable I see Hollywood at play as the film gets derivative, you know joining the dots from A-Z.Maybe the dirty smelly scavenging rats represent humans with Remy being the most well read and cultured example. Remy does not want to go through rubbish every night he wants to cook and is inspired after taking legendary chef, the late Auguste Gusteau's cookbook, 'Anyone Can Cook.'Remy rises from the sewers of Paris to Gusteau's restaurant where he sees Gusteau's ghost or is it a figment of the rat's imagination? The restaurant is now run by head chef Skinner who believes in the commercialisation of Gusteau's name.Remy hides under the hat of the incompetent, bumbling Linguini new to the kitchen and shows him how to cook by pulling his curly hair, fellow chef Collete teaches him the basic but it is Remy who provides the inspiration that wows the customers and arouses the interest of renowned and intimidating food critic Anton Ego who took one of the stars away from Gusteau. Skinner is also suspicious of Linguini's skills, in fact he smells a rat.This is a breezy film, with rats in the kitchen cooking the food rather than taking it away although we do see that as well. The love angle is boring and predictable as are the few obligatory chase scenes in the streets and river of Paris. Yet I could not help wondering how Pinkava's film would had turned out.","
            9/10
            "
"Ratatouille","billion_mucks","19 December 2007","""Ratatouille"" is Pixar's most intelligent, mature and delicate work of all it's way and experience. I had a laughing time with Nemo, I particularly didn't enjoy the Incredibles, but with Ratatouille Pixar reached new heights. Animation for adults, hidden in a package for kids.¿Why would you explain love scenes, a cook that was in jail, a cook that ran away from home, a cook that is a gambler? Because adults can enjoy its subtleties and innuendos as kids enjoy the plain and open jokes. Besides the beautiful, vivid voice work, there is an excellent approach to food as art, food as passion. We enjoy movies, some enjoy video games, Remy enjoys food as an art, passion and identity, with different smells, countries and tastes. But the fact that a rat, filthy creature, enjoys this, makes the movie an interesting tale.This karma of humanizing every little bit of what's inhuman gives a blatant irony: humans in the film are caricaturesque and are the less developed of all. The positivism of the film, the life they give to the characters is just one part of the story. Graphics excel in the movie: the fact that we want to taste that crumbly, hot bread or eat that elite Roquefort and cherries is impressive, going from the adjusted human expressions to the dynamic of the film, how people move and act.""Ratatouille"" is a nice, charming tale. With superior graphics and voices, and a nice message we can say that if Pixar continues this path, things are going to be very different in the Animation Industry and we adults can take our kids to the movies and be so excited like them as well.","
            6/10
            "
"Ratatouille","apararas","14 January 2019","I haven't seen it in theaters and I was very curious.The first time I saw it,I was very excited.Ratatouille is another Pixar's classic with lovable characters,humor and action plus a taste of Paris.","
            9/10
            "
"Ratatouille","smickey","8 September 2007","The animation is simply impressive. As far as I can judge, no detail was left out. It was simply perfect. Even without comparing it to other animation movies I think one can agree that this one is for sure among the top ones. However, when it comes to the story, there is really nothing original about it. In its essence, there are so many similarities with ""The Perfume"", another superlative movie in my eyes. OK, Grenouille was really not a rat, maybe in the metaphoric sense he was, but still a nobody who created the most fine perfumes ever, just using his extraordinary well developed nose. Same as here. But at the end... who cares... Not everybody has seen ""The Perfume"" so this will leave him or her the freedom to enjoy without the feeling of deja vu. The movie is very entertaining and funny. It's a movie for the whole family and to some extent also educational, which is not always the case. For sure worth buying the DVD.","
            2/10
            "
"Ratatouille","disdressed12","12 June 2008","i did not like this animated offering from Pixar.i didn't think it was funny,or even amusing.i did however find it loud and boring.i actually couldn't finish watching his thing,i was that bored.i really wanted to like it,but it did nothing for me.although all is not lost,since i now have something to practice skeet shooting with.i don't know why i didn't like this movie.it just didn't seem to have the zip and wit that many Pixar creations have.the physical comedy bits all fell flatter than a pancake for me.maybe i'm just out to lunch with this movie.it wouldn't be the first time,and i'm sure it won't be the last time.oh well.i will say the movie was well made and looked nice,so that's something.for me,Ratatouille is a 4/10","
            2/10
            "
"Ratatouille","MK_Movie_Reviews","23 August 2021","I remember that I watched it on cable TV so many years ago. But I forgot the story so I pick it up this time.It was really great story. I enjoyed watching it from beginning to the end.At first, it looks ridiculous mice cook the best food in the fancy restaurant, but the movie magic happens to everything change!!While you're watching this movie, you feel it looks normal. And it is true every human being hates rats. Maybe it's wrong.This movie is totally fantasy but realistic at the same time. That is why so attractive. I've never been to Paris but I could feel I'm there.","
            10/10
            "
"Ratatouille","ThunderKing6","28 September 2021","A meh movie. Very weak in excitement level. The movie just felt grey and gloomy.The movie is of a rat that helps a human become a good chef. Then there is the villain and Disney had to make him look ugly and very evil because, Disney.Another empty Disney movie without a purpose. Why should anyone watch this? I would not watch this again.Overall, a horrid movie that I've not seen in 2 decades, going on 3.","
            7/10
            "
"Ratatouille","emasterslake","9 July 2007","As long time fan of Pixar's works. I still consider it the best American CGI company ever. After seven big hits, the company is very worthy in the animation industry. With Ratatouille marking as their eighth film. I had a hunch it'll be something different.Set in a retro era of France. Remy the rat lives with his family of pack rats in the country side. Him and everyone else survive by eating garbage and waste. Remy had it with rats living in this kind of style. So he eats fresh food instead, which is nothing compared to the taste of everyday garbage. His father always told him to stay away from humans. Because rats are seen as thieves and unsanitary. Remy however wants to change that method. As he was inspired by a chef on TV named Gustav, who states that anyone can cook. So Remy begins to mix ingredients together to create dishes for his pack. Hoping that it'll change the way rat eat by cooking simple ingredients rather than steal food.One day however, after an unexpected accident. Remy finds himself in Paris, France. Where he stumbles upon Gustav's restaurant. Where he he'll cross paths with Linguini, a non-experienced employee, who ended up as a poor garbage boy. Remy however will change his life by helping him become an experienced chef. But can he change the image of rats for good? I have to say that this movie is more than great. The word great can't match the excellence of the film. Ratatouille stands out differently than the other Pixar films do. Directed by Brad Bird who's given us ""Iron Giant"" & ""The Incredibles"". Has created a unique CG animated movie. Unlike his previous titles, which were science fiction related. This one is more of a culinary/fictional story. But the style and look resembles both a Pixar and a Brad Bird film.Ignore all the negative reviews from those who don't know true art. Ratatouille is highly a highly recommended movie for all ages & all Pixar fans. The humor will make you laugh. The plot will be interesting to witness. And the characters will sheerly entertain you.I guaranteed it'll be the best CGI film of this year.","
            6/10
            "
"Ratatouille","letsmakeadeel","29 June 2007","What a fantastic movie. I haven't enjoyed an animated film like this in years. Perhaps animation these days has become more of measure of how real we can make things look with technology. We have forgotten what makes classics like Jungle Book, Lion King, Aladdin & Beauty and the Beast forever remain in our hearts and our memories. I have seen Finding Nemo & Toy Story, and though I can appreciate the trailblazing methods in creating animation that is unbelievably life-like and impressive, I have always felt that something was lacking. It's that feel-good, lesson-learned, awe-inspiring, tear-jerking story that we all want to share with others close to us. This isn't a semi-musical, as many of the classics were, but an equally well constructed soundtrack does the trick too. How about creativity? Most animated films these days make a parody of real life through the eyes of an ant, car, fish, or chicken - while throwing in the voices of a few currently popular celebrities for good measure. But not this film, the voices are done by those who really fit the role/character, and the daily life of a rat is not paralleled with our daily lives. It does not monopolize the story. I felt an absolute joy watching Ratatouille (what a title too) - the plot, the creativity, the animation and the soundtrack; all were on point. Pure genius. If given a chance, this one may just become a classic. Bravo!","
            10/10
            "
"Ratatouille","sakcee","8 July 2007","The movie is the most boring of all the pixar movies. I am not sure why it was necessary to over represent the french food and french snottiness. There was no story , There wasn't even any adventure or drama. It was just mundane and lame. I loved all the previous pixar movies. This one is a big let down. The chefs in the movie actually make fun of American food, burritos , hotdogs and even Asian food. I don't think that was necessary, all these choices makes America such a great place. and since when are food critics the biggest villains. I am not sure who is incharge at pixar for creative ideas for emphasizing the french. The small part of Edna in Incredible was fine. but this movie is kinda stretching it","
            7/10
            "
"Ratatouille","neil_fraser","7 July 2007","Out of all my reviews I have done for IMDb, this is the one review i'm most happy to be typing right now. If you are reading this, I can't tell you enough to go see this movie. It's that good. Easily one of the best, if not the best Pixar film to date. Animation is awesome, script is awesome, scenery is awesome. Not only that, but it really benefits from being on a big screen too. Voice acting is great, not to mention the casting. Good on ya. They really chose the right actors for the job. Never are you distracted with that annoying feeling that you heard that voice before. (i.e Woody Allen as an ant.) Personally what I really appreciated most about this movie was that they truly made a family film, a film every age can enjoy. I always felt that with ""Cars"", even though a great film, wasn't made for adults. Just look at all the toys and products that had Lightning McQueen's face on them and you will see what I mean. This film has an off-beat, yet adult story of a young chef/rat trying to make it as a cook. It deals with bad bosses, relationships with co-workers, and job stress. In fact you replace the rats with kids from a rough neighborhood, and you have a drama/comedy about class struggle. The fact is, this was a film about real life (minus cooking rats). Not a cute story about a world run by talking cars. If I had to nitpick. And it really would be nitpicking. I would have to say that the film felt about 15 minutes too long. Also the basic story formula was familiar movie territory. Fish-out-of-water mixed with a pseudo-Cyrano de Bergerac story. It worked, but I was very aware of what I was watching. The evil chef sorta felt like Dean Wormer from Animal House. Thats all. Just little things here and there sometimes felt very familiar. I will say this. I am proud of Pixar for maturing in their storytelling. I was starting to notice that every film by them was a rescue story, again! Thank you for not making another. It is a welcome change. Also, to it's credit, Ratatouille was not nearly as gaggy as the earlier Pixar releases. Instead they relied more on clever facial expressions and situation comedy. Plus gags, when present, were more visual. Nothing like the stupid one-liners, i.e ""find a happy place"" in other Pixar films. (Hey it's a fish that needs therapy, yuk yuk!) I'll say this, Pixar used to really emphasize the novelty aspect of computer animation. It seemed like they use to make a game out of reproducing cheese puffs, or toy packaging, or making sea turtles into stoners. This was getting old for me. I really enjoyed the change of pace in Ratatouille. Lush scenery, realistically detailed rats and objects, and perfectly rendered lighting. Very impressive. I wouldn't be surprised if this won for best animated feature at next years Oscars. Well done!","
            10/10
            "
"Ratatouille","fwomp","7 September 2007","Maintaining the status quo can be damaging to films, especially thanks to the highly popular animations that have graced the silver screen (SHREK, THE INCREDIBLES, HOODWINKED!) Audiences get bored if all you show us is the same ol' same ol'. And this is where RATATOUILLE runs into trouble.Written and directed by Brad Bird (who also did The Incredibles and THE IRON GIANT), Mr. Bird has fallen into a small rut; one that I hope he doesn't remain in. Yes, the animation was great. Yes, the voices were wonderful. Yes, the story was cute and funny. But there was nothing new. We've seen these themes over and over and over again, and it's becoming a bit tiresome.Instead of a superhero family or a misunderstood ogre, this time we've got an English speaking French rat (don't ask) who's taste for expensive foods  and not garbage  gets him into trouble. Living the life of the dull and mundane with the rest of his extended family, Remy (Patton Oswalt, RENO 911!: Miami) soon has buckshot whizzing by all of his furry brethren. Removed from his familial upbringing, Remy turns quickly toward his love for rich foods. His astutely attuned nose leads him to Paris (as does a ghostly visitation from a world famous chef known as Gusteau voiced by Brad Garrett, MUSIC AND LYRICS), where he finds a now corrupted and dying restaurant named after its formerly famous cook (the aforementioned Gusteau). He also runs into the newly hired garbage boy named (not funnily) Linguini (Lou Romano, CARS). After being captured in the kitchen, Remy is caged and taken to the river by Linguini where he's told to dispose of the rodent in the nearby river. But Remy and Linguini soon realize they can understand one another, and Linguini can't bring himself to the kill the little fella. What does happen, though, is that a bizarre relationship builds and Linguini quickly becomes the soup chef thanks to Remy's ability to identify delectable food. Hidden under Linguini's hat (literally), rat and human become the master-blaster (ROAD WARRIOR reference) of Gusteau's restaurant.Swirling around this story is also a love interest between another chef named Collette (Janeane Garofalo) and Linguini, the battle between thievery and survival that Remy must address when his extended rat family pops in, and, of course, the battle that Linguini must do with a very Tim Burtonesque looking food critic named Anton Ego (the estimable Peter O'Toole, CASANOVA).Not surprisingly, everything works out in the end thanks to human ingenuity and rodent accompaniment.But, again, this isn't something we haven't seen before. It's old terrain covered many times, which is why I'm only giving it 6 stars. Had it not been for the awesome voice of Mr. O'Toole as the food critic, it may not have gotten even that.Kids will enjoy the action. Parents will like the familiar territory. And let's hope that the two can talk about the necessity for rats to NOT be in restaurants.","
            6/10
            "
"Ratatouille","christian94","10 July 2007","One night, three great movies. Let's start with the appetizer: Ratatouille.This family fun, yet mainly mature, sweet and sarcastic tale is Brad Bird's reserved creation. Even if in Paris, the setting is dingy and involves rats in a kitchen. Yet, Bird is the one to receive an original screenplay Oscar nomination for ""Incredibles, The (2004)"", an animated movie about superheroes. Even so, it comes as a pleasant surprise to see Bird's writing and directing easily transcend this potentially contrived plot and make a funny and heartfelt movie in almost every aspect. The message it carries is positive and poetic and the film is forgiven its occasional slapstick comedy moments or predictability to (hopefully) make it slightly more appealing to the younger audience and thus more marketable.The initial introduction and characterization had me entertained, but slightly worried, but once the film got rolling, I was pretty much enthralled throughout: out-loud laughing, smiling or fighting a tear. A feel good movie and a good story. Don't expect Shrek's flatulence or average talking-animal humour. Expect more of the witty humour from The Incredibles, minus the action, plus a bit more depth in dialogue and human soul-searching. Disney's magic? Well, this film has the intangible that makes it all work together.","
            10/10
            "
"Ratatouille","AloysiusWeasley","30 December 2007","*********MINOR, MINOR SPOILERS*********** You can find out what this movie is about from the front page, so I'm just going to critique it here.For starters, this movie got two stars from me instead of zero because the animation was quite unique and paid great attention to detail. Not anywhere near say, a Studio Ghibli level of technique of animation, but quite good, nonetheless.On to the faults, of which there are MANY. Let me just list them, for easier reading: - The whole plot is RIDICULOUS. Leaving aside that this is animation (which does often take many more liberties than would be allowed with non-animated productions), rats running a kitchen (Gross!)? A chef being controlled by his hair? No one ever seeing said rat back lit under a white hat? A rat that just ""somehow"" knows how to make all these dishes, knows what the culinary equipment does, and knows exactly what spices to use, EVERY time? Really.I almost never say this (usually I campaign for the other end of the spectrum), but this movie is WAAAY too long! It really begins to drag and blend together by about a third of the way in, and it was a real struggle to keep watching. I can think of so many more deserving movies that should have been gifted with such a time allotment! - Can you find a sympathetic character in this? Good, I couldn't either. Characterization was definitely lacking, as well as motivation - pretty much every character in this movie is flat, uninspired, and frankly, annoying and grating.Humor that is ""mostly adult-oriented""? PLEASE. I think I cracked a smile about five times during this one, and maybe a giggle. It's so overloaded with saccharine garbage you will be nauseated.On a more personal note, if you don't like rats and find their little pestilence-ridden bodies distasteful, this is NOT the movie for you. Also, I'm not quite sure why so many animated flicks in the past few years have made the focus of their films detestable creatures (rats, bees, ants, other insects, mice, pigs, birds, and did I mention how many movies there are about bugs?) The last good movie I saw with anything that counted as a predator would be Lion King. What is it, some sort of vulnerability ploy? - I'm no expert on how European kitchens work, and there are many other flaws with this movie that many other excellent reviewers have pointed out. Don't let my review be the only one you read, and PLEASE don't take the number of stars given this one seriously! Every Pixar and Disney employee must have been told to give this a great review and number of stars, on ALL the major movie sites! Bottom line, looking for a better rat/mouse-type animated movie? How about The Rescuers, or one of the Fievel/American Tail movies, or best yet, The Rats of Nimh. Looking for a better movie by Pixar? Personally, I'd say Toy Story one or two, The Incredibles (fabulous, original work right there), Finding Nemo, or you know what, anything but this movie, and I think A Bug's Life isn't that great, either.To me, Pixar was one of the top American animation companies not just for their above-par animation techniques, but because their movies had one foot in the real world, while the other spun off into the realm of the fantastic. The Incredibles was the best example of this - I mean, superheroes being sued for saving a suicidal person? FABULOUS idea! But then they came out with Cars. I watched it and was nearly as annoyed as I was with this feature. Why were the cars there? Who made them? Questions like that. This movie tried to go back to their original formula, but flopped, and honestly, I blame new input from Disney for this. Hopefully, they'll do better in making future films, and I'll continue to wonder how this film got so many positive rating (and how many studio people helped make this so).","
            10/10
            "
